Date,City,Country,% Change In Waze Driven Miles/KMs
"Oct 26, 2020",Sao Paulo,Brazil,0.04
"Oct 25, 2020",San Francisco,United States,-0.42
"Oct 25, 2020",Prague,Czechia,-0.24
"Oct 25, 2020",Paris,France,-0.23
"Oct 25, 2020",London,United Kingdom,-0.23
"Oct 25, 2020",New York,United States,-0.08
"Oct 25, 2020",Sao Paulo,Brazil,-0.04
"Oct 24, 2020",San Francisco,United States,-0.45
"Oct 24, 2020",Prague,Czechia,-0.33
"Oct 24, 2020",Paris,France,-0.32
"Oct 24, 2020",New York,United States,-0.14
"Oct 24, 2020",London,United Kingdom,-0.12
"Oct 24, 2020",Sao Paulo,Brazil,-0.08
"Oct 23, 2020",San Francisco,United States,-0.51
"Oct 23, 2020",Prague,Czechia,-0.26
"Oct 23, 2020",Paris,France,-0.23
"Oct 23, 2020",New York,United States,-0.14
"Oct 23, 2020",Sao Paulo,Brazil,-0.12
"Oct 23, 2020",London,United Kingdom,-0.06
"Oct 22, 2020",San Francisco,United States,-0.49
"Oct 22, 2020",Prague,Czechia,-0.27
"Oct 22, 2020",Paris,France,-0.18
"Oct 22, 2020",New York,United States,-0.17
"Oct 22, 2020",Sao Paulo,Brazil,-0.15
"Oct 22, 2020",London,United Kingdom,-0.12
"Oct 21, 2020",San Francisco,United States,-0.52
"Oct 21, 2020",Sao Paulo,Brazil,-0.14
"Oct 21, 2020",New York,United States,-0.1
"Oct 21, 2020",Paris,France,-0.1
"Oct 21, 2020",Prague,Czechia,-0.09
"Oct 21, 2020",London,United Kingdom,-0.06
"Oct 20, 2020",San Francisco,United States,-0.63
"Oct 20, 2020",Paris,France,-0.14
"Oct 20, 2020",Prague,Czechia,-0.13
"Oct 20, 2020",New York,United States,-0.12
"Oct 20, 2020",London,United Kingdom,-0.09
"Oct 20, 2020",Sao Paulo,Brazil,-0.07
"Oct 19, 2020",San Francisco,United States,-0.39
"Oct 19, 2020",London,United Kingdom,-0.1
"Oct 19, 2020",Paris,France,-0.09
"Oct 19, 2020",Prague,Czechia,-0.06
"Oct 19, 2020",New York,United States,-0.04
"Oct 19, 2020",Sao Paulo,Brazil,0.06
"Oct 18, 2020",San Francisco,United States,-0.4
"Oct 18, 2020",London,United Kingdom,-0.25
"Oct 18, 2020",Prague,Czechia,-0.24
"Oct 18, 2020",Paris,France,-0.23
"Oct 18, 2020",New York,United States,-0.08
"Oct 18, 2020",Sao Paulo,Brazil,-0.06
"Oct 17, 2020",San Francisco,United States,-0.4
"Oct 17, 2020",Paris,France,-0.33
"Oct 17, 2020",Prague,Czechia,-0.32
"Oct 17, 2020",New York,United States,-0.19
"Oct 17, 2020",London,United Kingdom,-0.12
"Oct 17, 2020",Sao Paulo,Brazil,-0.1
"Oct 16, 2020",San Francisco,United States,-0.48
"Oct 16, 2020",New York,United States,-0.14
"Oct 16, 2020",Prague,Czechia,-0.13
"Oct 16, 2020",Sao Paulo,Brazil,-0.13
"Oct 16, 2020",Paris,France,-0.08
"Oct 16, 2020",London,United Kingdom,0.01
"Oct 15, 2020",San Francisco,United States,-0.45
"Oct 15, 2020",Sao Paulo,Brazil,-0.14
"Oct 15, 2020",Prague,Czechia,-0.1
"Oct 15, 2020",New York,United States,-0.08
"Oct 15, 2020",Paris,France,-0.03
"Oct 15, 2020",London,United Kingdom,-0.02
"Oct 14, 2020",San Francisco,United States,-0.48
"Oct 14, 2020",Sao Paulo,Brazil,-0.14
"Oct 14, 2020",New York,United States,-0.1
"Oct 14, 2020",Prague,Czechia,-0.07
"Oct 14, 2020",London,United Kingdom,-0.03
"Oct 14, 2020",Paris,France,-0.03
"Oct 13, 2020",San Francisco,United States,-0.5
"Oct 13, 2020",New York,United States,-0.12
"Oct 13, 2020",Paris,France,-0.04
"Oct 13, 2020",London,United Kingdom,-0.03
"Oct 13, 2020",Prague,Czechia,0.01
"Oct 13, 2020",Sao Paulo,Brazil,0.17
"Oct 12, 2020",San Francisco,United States,-0.41
"Oct 12, 2020",Sao Paulo,Brazil,-0.08
"Oct 12, 2020",New York,United States,-0.08
"Oct 12, 2020",Paris,France,-0.04
"Oct 12, 2020",London,United Kingdom,-0.03
"Oct 12, 2020",Prague,Czechia,0.01
"Oct 11, 2020",San Francisco,United States,-0.48
"Oct 11, 2020",Sao Paulo,Brazil,-0.19
"Oct 11, 2020",Paris,France,-0.16
"Oct 11, 2020",New York,United States,-0.15
"Oct 11, 2020",London,United Kingdom,-0.12
"Oct 11, 2020",Prague,Czechia,0.01
"Oct 10, 2020",San Francisco,United States,-0.53
"Oct 10, 2020",Prague,Czechia,-0.19
"Oct 10, 2020",Paris,France,-0.18
"Oct 10, 2020",New York,United States,-0.17
"Oct 10, 2020",Sao Paulo,Brazil,-0.12
"Oct 10, 2020",London,United Kingdom,-0.05
"Oct 9, 2020",San Francisco,United States,-0.45
"Oct 9, 2020",New York,United States,-0.19
"Oct 9, 2020",Sao Paulo,Brazil,-0.12
"Oct 9, 2020",Paris,France,-0.1
"Oct 9, 2020",Prague,Czechia,-0.05
"Oct 9, 2020",London,United Kingdom,0
"Oct 8, 2020",San Francisco,United States,-0.54
"Oct 8, 2020",New York,United States,-0.13
"Oct 8, 2020",Sao Paulo,Brazil,-0.1
"Oct 8, 2020",London,United Kingdom,-0.03
"Oct 8, 2020",Paris,France,-0.02
"Oct 8, 2020",Prague,Czechia,0.03
"Oct 7, 2020",San Francisco,United States,-0.41
"Oct 7, 2020",Sao Paulo,Brazil,-0.13
"Oct 7, 2020",New York,United States,-0.09
"Oct 7, 2020",London,United Kingdom,-0.02
"Oct 7, 2020",Paris,France,-0.01
"Oct 7, 2020",Prague,Czechia,0.11
"Oct 6, 2020",San Francisco,United States,-0.52
"Oct 6, 2020",New York,United States,-0.15
"Oct 6, 2020",Sao Paulo,Brazil,-0.06
"Oct 6, 2020",Paris,France,-0.04
"Oct 6, 2020",London,United Kingdom,-0.02
"Oct 6, 2020",Prague,Czechia,0.12
"Oct 5, 2020",San Francisco,United States,-0.41
"Oct 5, 2020",New York,United States,-0.07
"Oct 5, 2020",London,United Kingdom,-0.07
"Oct 5, 2020",Paris,France,-0.04
"Oct 5, 2020",Sao Paulo,Brazil,0.03
"Oct 5, 2020",Prague,Czechia,0.07
"Oct 4, 2020",San Francisco,United States,-0.42
"Oct 4, 2020",London,United Kingdom,-0.18
"Oct 4, 2020",New York,United States,-0.14
"Oct 4, 2020",Paris,France,-0.12
"Oct 4, 2020",Sao Paulo,Brazil,-0.08
"Oct 4, 2020",Prague,Czechia,0.22
"Oct 3, 2020",San Francisco,United States,-0.51
"Oct 3, 2020",New York,United States,-0.2
"Oct 3, 2020",Paris,France,-0.16
"Oct 3, 2020",Sao Paulo,Brazil,-0.09
"Oct 3, 2020",London,United Kingdom,-0.06
"Oct 3, 2020",Prague,Czechia,0.03
"Oct 2, 2020",San Francisco,United States,-0.5
"Oct 2, 2020",New York,United States,-0.19
"Oct 2, 2020",Sao Paulo,Brazil,-0.13
"Oct 2, 2020",Paris,France,-0.06
"Oct 2, 2020",London,United Kingdom,0.02
"Oct 2, 2020",Prague,Czechia,0.05
"Oct 1, 2020",San Francisco,United States,-0.51
"Oct 1, 2020",Sao Paulo,Brazil,-0.32
"Oct 1, 2020",Prague,Czechia,-0.16
"Oct 1, 2020",London,United Kingdom,-0.13
"Oct 1, 2020",Paris,France,-0.12
"Oct 1, 2020",New York,United States,-0.11
"Sep 30, 2020",San Francisco,United States,-0.49
"Sep 30, 2020",Sao Paulo,Brazil,-0.17
"Sep 30, 2020",New York,United States,-0.11
"Sep 30, 2020",London,United Kingdom,0.01
"Sep 30, 2020",Paris,France,0.03
"Sep 30, 2020",Prague,Czechia,0.15
"Sep 29, 2020",San Francisco,United States,-0.53
"Sep 29, 2020",Sao Paulo,Brazil,-0.08
"Sep 29, 2020",New York,United States,-0.08
"Sep 29, 2020",London,United Kingdom,-0.04
"Sep 29, 2020",Paris,France,0.01
"Sep 29, 2020",Prague,Czechia,0.3
"Sep 28, 2020",San Francisco,United States,-0.45
"Sep 28, 2020",New York,United States,-0.11
"Sep 28, 2020",Paris,France,-0.06
"Sep 28, 2020",London,United Kingdom,-0.05
"Sep 28, 2020",Prague,Czechia,0.03
"Sep 28, 2020",Sao Paulo,Brazil,0.07
"Sep 27, 2020",San Francisco,United States,-0.42
"Sep 27, 2020",Paris,France,-0.2
"Sep 27, 2020",Prague,Czechia,-0.2
"Sep 27, 2020",London,United Kingdom,-0.12
"Sep 27, 2020",Sao Paulo,Brazil,-0.08
"Sep 27, 2020",New York,United States,-0.07
"Sep 26, 2020",San Francisco,United States,-0.46
"Sep 26, 2020",Prague,Czechia,-0.18
"Sep 26, 2020",Paris,France,-0.14
"Sep 26, 2020",Sao Paulo,Brazil,-0.12
"Sep 26, 2020",New York,United States,-0.1
"Sep 26, 2020",London,United Kingdom,-0.06
"Sep 25, 2020",San Francisco,United States,-0.45
"Sep 25, 2020",Sao Paulo,Brazil,-0.16
"Sep 25, 2020",New York,United States,-0.11
"Sep 25, 2020",Paris,France,-0.06
"Sep 25, 2020",London,United Kingdom,0.01
"Sep 25, 2020",Prague,Czechia,0.06
"Sep 24, 2020",San Francisco,United States,-0.46
"Sep 24, 2020",Sao Paulo,Brazil,-0.18
"Sep 24, 2020",New York,United States,-0.08
"Sep 24, 2020",London,United Kingdom,-0.02
"Sep 24, 2020",Paris,France,0.01
"Sep 24, 2020",Prague,Czechia,0.1
"Sep 23, 2020",San Francisco,United States,-0.47
"Sep 23, 2020",Sao Paulo,Brazil,-0.2
"Sep 23, 2020",New York,United States,-0.07
"Sep 23, 2020",London,United Kingdom,-0.03
"Sep 23, 2020",Paris,France,0.01
"Sep 23, 2020",Prague,Czechia,0.08
"Sep 22, 2020",San Francisco,United States,-0.53
"Sep 22, 2020",Sao Paulo,Brazil,-0.11
"Sep 22, 2020",New York,United States,-0.11
"Sep 22, 2020",London,United Kingdom,-0.01
"Sep 22, 2020",Paris,France,0
"Sep 22, 2020",Prague,Czechia,0.14
"Sep 21, 2020",San Francisco,United States,-0.41
"Sep 21, 2020",London,United Kingdom,-0.04
"Sep 21, 2020",Sao Paulo,Brazil,-0.03
"Sep 21, 2020",New York,United States,-0.01
"Sep 21, 2020",Paris,France,0
"Sep 21, 2020",Prague,Czechia,0.17
"Sep 20, 2020",San Francisco,United States,-0.37
"Sep 20, 2020",New York,United States,-0.1
"Sep 20, 2020",London,United Kingdom,-0.09
"Sep 20, 2020",Sao Paulo,Brazil,-0.09
"Sep 20, 2020",Paris,France,-0.03
"Sep 20, 2020",Prague,Czechia,0.34
"Sep 19, 2020",San Francisco,United States,-0.45
"Sep 19, 2020",New York,United States,-0.17
"Sep 19, 2020",Paris,France,-0.15
"Sep 19, 2020",Sao Paulo,Brazil,-0.12
"Sep 19, 2020",Prague,Czechia,-0.05
"Sep 19, 2020",London,United Kingdom,-0.03
"Sep 18, 2020",San Francisco,United States,-0.49
"Sep 18, 2020",New York,United States,-0.18
"Sep 18, 2020",Sao Paulo,Brazil,-0.16
"Sep 18, 2020",Paris,France,-0.02
"Sep 18, 2020",London,United Kingdom,-0.01
"Sep 18, 2020",Prague,Czechia,0.06
"Sep 17, 2020",San Francisco,United States,-0.56
"Sep 17, 2020",Sao Paulo,Brazil,-0.18
"Sep 17, 2020",New York,United States,-0.12
"Sep 17, 2020",London,United Kingdom,-0.02
"Sep 17, 2020",Paris,France,0.02
"Sep 17, 2020",Prague,Czechia,0.12
"Sep 16, 2020",San Francisco,United States,-0.45
"Sep 16, 2020",Sao Paulo,Brazil,-0.19
"Sep 16, 2020",New York,United States,-0.09
"Sep 16, 2020",London,United Kingdom,-0.01
"Sep 16, 2020",Paris,France,0.04
"Sep 16, 2020",Prague,Czechia,0.11
"Sep 15, 2020",San Francisco,United States,-0.52
"Sep 15, 2020",New York,United States,-0.11
"Sep 15, 2020",Sao Paulo,Brazil,-0.09
"Sep 15, 2020",London,United Kingdom,0
"Sep 15, 2020",Paris,France,0.03
"Sep 15, 2020",Prague,Czechia,0.16
"Sep 14, 2020",San Francisco,United States,-0.49
"Sep 14, 2020",New York,United States,-0.05
"Sep 14, 2020",London,United Kingdom,0
"Sep 14, 2020",Paris,France,0.03
"Sep 14, 2020",Sao Paulo,Brazil,0.05
"Sep 14, 2020",Prague,Czechia,0.15
"Sep 13, 2020",San Francisco,United States,-0.51
"Sep 13, 2020",Sao Paulo,Brazil,-0.12
"Sep 13, 2020",New York,United States,-0.08
"Sep 13, 2020",London,United Kingdom,-0.02
"Sep 13, 2020",Paris,France,0.03
"Sep 13, 2020",Prague,Czechia,0.39
"Sep 12, 2020",San Francisco,United States,-0.56
"Sep 12, 2020",New York,United States,-0.16
"Sep 12, 2020",Paris,France,-0.15
"Sep 12, 2020",Sao Paulo,Brazil,-0.15
"Sep 12, 2020",London,United Kingdom,-0.04
"Sep 12, 2020",Prague,Czechia,-0.03
"Sep 11, 2020",San Francisco,United States,-0.62
"Sep 11, 2020",New York,United States,-0.19
"Sep 11, 2020",Sao Paulo,Brazil,-0.17
"Sep 11, 2020",Paris,France,-0.05
"Sep 11, 2020",London,United Kingdom,-0.01
"Sep 11, 2020",Prague,Czechia,0.04
"Sep 10, 2020",San Francisco,United States,-0.61
"Sep 10, 2020",Sao Paulo,Brazil,-0.19
"Sep 10, 2020",New York,United States,-0.12
"Sep 10, 2020",London,United Kingdom,-0.01
"Sep 10, 2020",Paris,France,0.02
"Sep 10, 2020",Prague,Czechia,0.12
"Sep 9, 2020",San Francisco,United States,-0.54
"Sep 9, 2020",Sao Paulo,Brazil,-0.19
"Sep 9, 2020",New York,United States,-0.07
"Sep 9, 2020",London,United Kingdom,-0.03
"Sep 9, 2020",Paris,France,0.01
"Sep 9, 2020",Prague,Czechia,0.13
"Sep 8, 2020",San Francisco,United States,-0.3
"Sep 8, 2020",London,United Kingdom,-0.04
"Sep 8, 2020",Paris,France,0
"Sep 8, 2020",New York,United States,0.1
"Sep 8, 2020",Sao Paulo,Brazil,0.11
"Sep 8, 2020",Prague,Czechia,0.16
"Sep 7, 2020",San Francisco,United States,-0.37
"Sep 7, 2020",Sao Paulo,Brazil,-0.11
"Sep 7, 2020",London,United Kingdom,-0.05
"Sep 7, 2020",New York,United States,0
"Sep 7, 2020",Paris,France,0.02
"Sep 7, 2020",Prague,Czechia,0.18
"Sep 6, 2020",San Francisco,United States,-0.32
"Sep 6, 2020",Sao Paulo,Brazil,-0.24
"Sep 6, 2020",London,United Kingdom,-0.12
"Sep 6, 2020",New York,United States,-0.11
"Sep 6, 2020",Paris,France,-0.03
"Sep 6, 2020",Prague,Czechia,0.35
"Sep 5, 2020",San Francisco,United States,-0.44
"Sep 5, 2020",Sao Paulo,Brazil,-0.17
"Sep 5, 2020",New York,United States,-0.16
"Sep 5, 2020",Paris,France,-0.14
"Sep 5, 2020",London,United Kingdom,-0.05
"Sep 5, 2020",Prague,Czechia,-0.01
"Sep 4, 2020",San Francisco,United States,-0.53
"Sep 4, 2020",New York,United States,-0.18
"Sep 4, 2020",Sao Paulo,Brazil,-0.16
"Sep 4, 2020",Paris,France,-0.08
"Sep 4, 2020",London,United Kingdom,-0.04
"Sep 4, 2020",Prague,Czechia,0.09
"Sep 3, 2020",San Francisco,United States,-0.44
"Sep 3, 2020",Sao Paulo,Brazil,-0.2
"Sep 3, 2020",New York,United States,-0.14
"Sep 3, 2020",London,United Kingdom,-0.05
"Sep 3, 2020",Paris,France,-0.01
"Sep 3, 2020",Prague,Czechia,0.13
"Sep 2, 2020",San Francisco,United States,-0.54
"Sep 2, 2020",Sao Paulo,Brazil,-0.21
"Sep 2, 2020",New York,United States,-0.1
"Sep 2, 2020",London,United Kingdom,-0.05
"Sep 2, 2020",Paris,France,0
"Sep 2, 2020",Prague,Czechia,0.12
"Sep 1, 2020",San Francisco,United States,-0.49
"Sep 1, 2020",Sao Paulo,Brazil,-0.13
"Sep 1, 2020",New York,United States,-0.11
"Sep 1, 2020",Paris,France,-0.04
"Sep 1, 2020",London,United Kingdom,0.02
"Sep 1, 2020",Prague,Czechia,0.08
"Aug 31, 2020",San Francisco,United States,-0.35
"Aug 31, 2020",Sao Paulo,Brazil,0.04
"Aug 31, 2020",New York,United States,0.07
"Aug 31, 2020",London,United Kingdom,0.09
"Aug 31, 2020",Paris,France,0.1
"Aug 31, 2020",Prague,Czechia,0.22
"Aug 30, 2020",San Francisco,United States,-0.44
"Aug 30, 2020",Sao Paulo,Brazil,-0.17
"Aug 30, 2020",New York,United States,-0.11
"Aug 30, 2020",London,United Kingdom,-0.1
"Aug 30, 2020",Paris,France,0.03
"Aug 30, 2020",Prague,Czechia,0.35
"Aug 29, 2020",San Francisco,United States,-0.42
"Aug 29, 2020",Sao Paulo,Brazil,-0.3
"Aug 29, 2020",London,United Kingdom,-0.2
"Aug 29, 2020",Paris,France,-0.2
"Aug 29, 2020",New York,United States,-0.2
"Aug 29, 2020",Prague,Czechia,-0.08
"Aug 28, 2020",San Francisco,United States,-0.53
"Aug 28, 2020",Sao Paulo,Brazil,-0.3
"Aug 28, 2020",London,United Kingdom,-0.14
"Aug 28, 2020",New York,United States,-0.14
"Aug 28, 2020",Paris,France,-0.13
"Aug 28, 2020",Prague,Czechia,-0.04
"Aug 27, 2020",San Francisco,United States,-0.52
"Aug 27, 2020",Sao Paulo,Brazil,-0.24
"Aug 27, 2020",New York,United States,-0.1
"Aug 27, 2020",London,United Kingdom,-0.05
"Aug 27, 2020",Paris,France,-0.01
"Aug 27, 2020",Prague,Czechia,0.05
"Aug 26, 2020",San Francisco,United States,-0.52
"Aug 26, 2020",Sao Paulo,Brazil,-0.25
"Aug 26, 2020",London,United Kingdom,-0.08
"Aug 26, 2020",New York,United States,-0.08
"Aug 26, 2020",Paris,France,-0.04
"Aug 26, 2020",Prague,Czechia,0.05
"Aug 25, 2020",San Francisco,United States,-0.52
"Aug 25, 2020",Sao Paulo,Brazil,-0.18
"Aug 25, 2020",New York,United States,-0.12
"Aug 25, 2020",London,United Kingdom,-0.05
"Aug 25, 2020",Paris,France,-0.05
"Aug 25, 2020",Prague,Czechia,0.09
"Aug 24, 2020",San Francisco,United States,-0.44
"Aug 24, 2020",Sao Paulo,Brazil,-0.11
"Aug 24, 2020",London,United Kingdom,-0.08
"Aug 24, 2020",Paris,France,0.01
"Aug 24, 2020",New York,United States,0.03
"Aug 24, 2020",Prague,Czechia,0.14
"Aug 23, 2020",San Francisco,United States,-0.44
"Aug 23, 2020",Sao Paulo,Brazil,-0.29
"Aug 23, 2020",London,United Kingdom,-0.15
"Aug 23, 2020",New York,United States,-0.08
"Aug 23, 2020",Paris,France,0.03
"Aug 23, 2020",Prague,Czechia,0.35
"Aug 22, 2020",San Francisco,United States,-0.49
"Aug 22, 2020",Sao Paulo,Brazil,-0.29
"Aug 22, 2020",Paris,France,-0.18
"Aug 22, 2020",London,United Kingdom,-0.15
"Aug 22, 2020",New York,United States,-0.13
"Aug 22, 2020",Prague,Czechia,0.01
"Aug 21, 2020",San Francisco,United States,-0.47
"Aug 21, 2020",Sao Paulo,Brazil,-0.42
"Aug 21, 2020",Paris,France,-0.38
"Aug 21, 2020",London,United Kingdom,-0.31
"Aug 21, 2020",Prague,Czechia,-0.25
"Aug 21, 2020",New York,United States,-0.11
"Aug 20, 2020",San Francisco,United States,-0.48
"Aug 20, 2020",Sao Paulo,Brazil,-0.26
"Aug 20, 2020",Paris,France,-0.21
"Aug 20, 2020",New York,United States,-0.12
"Aug 20, 2020",London,United Kingdom,-0.1
"Aug 20, 2020",Prague,Czechia,0.03
"Aug 19, 2020",San Francisco,United States,-0.53
"Aug 19, 2020",Sao Paulo,Brazil,-0.26
"Aug 19, 2020",Paris,France,-0.21
"Aug 19, 2020",New York,United States,-0.1
"Aug 19, 2020",London,United Kingdom,-0.06
"Aug 19, 2020",Prague,Czechia,0.06
"Aug 18, 2020",San Francisco,United States,-0.54
"Aug 18, 2020",Sao Paulo,Brazil,-0.19
"Aug 18, 2020",Paris,France,-0.18
"Aug 18, 2020",London,United Kingdom,-0.12
"Aug 18, 2020",New York,United States,-0.12
"Aug 18, 2020",Prague,Czechia,0.1
"Aug 17, 2020",San Francisco,United States,-0.35
"Aug 17, 2020",Paris,France,-0.17
"Aug 17, 2020",London,United Kingdom,-0.11
"Aug 17, 2020",Sao Paulo,Brazil,-0.09
"Aug 17, 2020",New York,United States,-0.06
"Aug 17, 2020",Prague,Czechia,0.16
"Aug 16, 2020",San Francisco,United States,-0.38
"Aug 16, 2020",Paris,France,-0.23
"Aug 16, 2020",Sao Paulo,Brazil,-0.2
"Aug 16, 2020",London,United Kingdom,-0.18
"Aug 16, 2020",New York,United States,-0.14
"Aug 16, 2020",Prague,Czechia,0.45
"Aug 15, 2020",San Francisco,United States,-0.34
"Aug 15, 2020",Paris,France,-0.33
"Aug 15, 2020",Sao Paulo,Brazil,-0.22
"Aug 15, 2020",New York,United States,-0.16
"Aug 15, 2020",London,United Kingdom,-0.15
"Aug 15, 2020",Prague,Czechia,0.09
"Aug 14, 2020",San Francisco,United States,-0.45
"Aug 14, 2020",Paris,France,-0.27
"Aug 14, 2020",Sao Paulo,Brazil,-0.23
"Aug 14, 2020",New York,United States,-0.18
"Aug 14, 2020",London,United Kingdom,-0.1
"Aug 14, 2020",Prague,Czechia,0.02
"Aug 13, 2020",San Francisco,United States,-0.53
"Aug 13, 2020",Sao Paulo,Brazil,-0.26
"Aug 13, 2020",Paris,France,-0.25
"Aug 13, 2020",New York,United States,-0.16
"Aug 13, 2020",London,United Kingdom,-0.11
"Aug 13, 2020",Prague,Czechia,0.04
"Aug 12, 2020",San Francisco,United States,-0.51
"Aug 12, 2020",Sao Paulo,Brazil,-0.26
"Aug 12, 2020",Paris,France,-0.25
"Aug 12, 2020",New York,United States,-0.12
"Aug 12, 2020",London,United Kingdom,-0.07
"Aug 12, 2020",Prague,Czechia,0.06
"Aug 11, 2020",San Francisco,United States,-0.5
"Aug 11, 2020",Paris,France,-0.26
"Aug 11, 2020",Sao Paulo,Brazil,-0.18
"Aug 11, 2020",New York,United States,-0.12
"Aug 11, 2020",London,United Kingdom,-0.08
"Aug 11, 2020",Prague,Czechia,0.05
"Aug 10, 2020",San Francisco,United States,-0.38
"Aug 10, 2020",Paris,France,-0.22
"Aug 10, 2020",Sao Paulo,Brazil,-0.07
"Aug 10, 2020",London,United Kingdom,-0.07
"Aug 10, 2020",New York,United States,0
"Aug 10, 2020",Prague,Czechia,0.1
"Aug 9, 2020",San Francisco,United States,-0.46
"Aug 9, 2020",Paris,France,-0.34
"Aug 9, 2020",Sao Paulo,Brazil,-0.16
"Aug 9, 2020",New York,United States,-0.14
"Aug 9, 2020",London,United Kingdom,-0.13
"Aug 9, 2020",Prague,Czechia,0.3
"Aug 8, 2020",San Francisco,United States,-0.49
"Aug 8, 2020",Paris,France,-0.34
"Aug 8, 2020",New York,United States,-0.24
"Aug 8, 2020",Sao Paulo,Brazil,-0.2
"Aug 8, 2020",London,United Kingdom,-0.11
"Aug 8, 2020",Prague,Czechia,0.05
"Aug 7, 2020",San Francisco,United States,-0.45
"Aug 7, 2020",Paris,France,-0.28
"Aug 7, 2020",Sao Paulo,Brazil,-0.23
"Aug 7, 2020",New York,United States,-0.2
"Aug 7, 2020",London,United Kingdom,-0.09
"Aug 7, 2020",Prague,Czechia,-0.02
"Aug 6, 2020",San Francisco,United States,-0.52
"Aug 6, 2020",Sao Paulo,Brazil,-0.27
"Aug 6, 2020",Paris,France,-0.2
"Aug 6, 2020",New York,United States,-0.14
"Aug 6, 2020",London,United Kingdom,-0.13
"Aug 6, 2020",Prague,Czechia,-0.01
"Aug 5, 2020",San Francisco,United States,-0.48
"Aug 5, 2020",Sao Paulo,Brazil,-0.27
"Aug 5, 2020",Paris,France,-0.17
"Aug 5, 2020",New York,United States,-0.16
"Aug 5, 2020",London,United Kingdom,-0.12
"Aug 5, 2020",Prague,Czechia,0.03
"Aug 4, 2020",San Francisco,United States,-0.54
"Aug 4, 2020",New York,United States,-0.26
"Aug 4, 2020",Sao Paulo,Brazil,-0.21
"Aug 4, 2020",Paris,France,-0.16
"Aug 4, 2020",London,United Kingdom,-0.13
"Aug 4, 2020",Prague,Czechia,0.04
"Aug 3, 2020",San Francisco,United States,-0.48
"Aug 3, 2020",Paris,France,-0.14
"Aug 3, 2020",London,United Kingdom,-0.12
"Aug 3, 2020",Sao Paulo,Brazil,-0.12
"Aug 3, 2020",New York,United States,-0.05
"Aug 3, 2020",Prague,Czechia,0.08
"Aug 2, 2020",San Francisco,United States,-0.46
"Aug 2, 2020",Sao Paulo,Brazil,-0.26
"Aug 2, 2020",Paris,France,-0.23
"Aug 2, 2020",New York,United States,-0.15
"Aug 2, 2020",London,United Kingdom,-0.14
"Aug 2, 2020",Prague,Czechia,0.32
"Aug 1, 2020",San Francisco,United States,-0.53
"Aug 1, 2020",Sao Paulo,Brazil,-0.27
"Aug 1, 2020",Paris,France,-0.26
"Aug 1, 2020",New York,United States,-0.2
"Aug 1, 2020",London,United Kingdom,-0.1
"Aug 1, 2020",Prague,Czechia,-0.03
"Jul 31, 2020",San Francisco,United States,-0.5
"Jul 31, 2020",Sao Paulo,Brazil,-0.28
"Jul 31, 2020",New York,United States,-0.22
"Jul 31, 2020",Paris,France,-0.18
"Jul 31, 2020",London,United Kingdom,-0.09
"Jul 31, 2020",Prague,Czechia,-0.09
"Jul 30, 2020",San Francisco,United States,-0.46
"Jul 30, 2020",Sao Paulo,Brazil,-0.33
"Jul 30, 2020",New York,United States,-0.19
"Jul 30, 2020",London,United Kingdom,-0.16
"Jul 30, 2020",Paris,France,-0.07
"Jul 30, 2020",Prague,Czechia,0.01
"Jul 29, 2020",San Francisco,United States,-0.6
"Jul 29, 2020",Sao Paulo,Brazil,-0.3
"Jul 29, 2020",New York,United States,-0.16
"Jul 29, 2020",London,United Kingdom,-0.13
"Jul 29, 2020",Paris,France,-0.02
"Jul 29, 2020",Prague,Czechia,0.03
"Jul 28, 2020",San Francisco,United States,-0.51
"Jul 28, 2020",Sao Paulo,Brazil,-0.2
"Jul 28, 2020",New York,United States,-0.17
"Jul 28, 2020",London,United Kingdom,-0.14
"Jul 28, 2020",Paris,France,-0.05
"Jul 28, 2020",Prague,Czechia,0.03
"Jul 27, 2020",San Francisco,United States,-0.44
"Jul 27, 2020",London,United Kingdom,-0.16
"Jul 27, 2020",Sao Paulo,Brazil,-0.14
"Jul 27, 2020",New York,United States,-0.05
"Jul 27, 2020",Paris,France,-0.03
"Jul 27, 2020",Prague,Czechia,0.02
"Jul 26, 2020",San Francisco,United States,-0.39
"Jul 26, 2020",Sao Paulo,Brazil,-0.25
"Jul 26, 2020",London,United Kingdom,-0.22
"Jul 26, 2020",New York,United States,-0.19
"Jul 26, 2020",Paris,France,-0.14
"Jul 26, 2020",Prague,Czechia,0.25
"Jul 25, 2020",San Francisco,United States,-0.48
"Jul 25, 2020",Sao Paulo,Brazil,-0.3
"Jul 25, 2020",New York,United States,-0.24
"Jul 25, 2020",Paris,France,-0.23
"Jul 25, 2020",London,United Kingdom,-0.18
"Jul 25, 2020",Prague,Czechia,0.07
"Jul 24, 2020",San Francisco,United States,-0.59
"Jul 24, 2020",Sao Paulo,Brazil,-0.28
"Jul 24, 2020",New York,United States,-0.24
"Jul 24, 2020",London,United Kingdom,-0.14
"Jul 24, 2020",Paris,France,-0.12
"Jul 24, 2020",Prague,Czechia,-0.05
"Jul 23, 2020",San Francisco,United States,-0.43
"Jul 23, 2020",Sao Paulo,Brazil,-0.31
"Jul 23, 2020",New York,United States,-0.21
"Jul 23, 2020",London,United Kingdom,-0.16
"Jul 23, 2020",Paris,France,0.01
"Jul 23, 2020",Prague,Czechia,0.02
